call id,customer id,product,channel,followup channel,region,language,sentiment,call duration mins,ai accuracy percent,conversion,call outcome,call time
CALL00822,CONT00506,Voice Solution,Voice,Email,Delhi,Telugu,Neutral,0.45,99.8,0,Not Connected,20-04-2026 09:31
CALL00823,CONT00028,Voice Solution,Voice,None,Chennai,Marathi,Positive,7.93,84.14,1,Connected,13-03-2026 19:51
CALL00824,CONT00628,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,0.89,91.32,0,Voicemail,07-03-2026 11:47
CALL00825,CONT00051,Voice Solution,Voice,None,Bangalore,Tamil,Positive,17.06,93.17,0,Connected,14-02-2026 11:05
CALL00826,CONT00693,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Negative,10.93,90.2,0,Connected,31-01-2026 14:17
CALL00827,CONT00260,Voice Solution,Voice,Email,Mumbai,Tamil,Positive,13.93,98.88,1,Connected,21-12-2025 12:13
CALL00828,CONT00591,Voice Solution,Voice,Email,Pune,English,Positive,6.33,87.49,0,Connected,29-11-2025 14:34
CALL00829,CONT00785,Voice Solution,Voice,None,Mumbai,Kannada,Positive,5.75,84.33,0,Connected,02-06-2026 17:27
CALL00830,CONT00620,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Neutral,6.99,84.07,0,Connected,15-07-2026 14:27
CALL00831,CONT00586,Voice Solution,Voice,None,Delhi,Marathi,Positive,24.9,92.25,0,Connected,09-02-2026 10:37
CALL00832,CONT00687,Voice Solution,Voice,Email,Bangalore,Marathi,Negative,3.23,87.55,0,Connected,18-02-2026 15:55
CALL00833,CONT00184,Voice Solution,Voice,WhatsApp,Chennai,Kannada,Positive,0.64,84.07,0,Voicemail,01-05-2026 18:23
CALL00834,CONT00023,Voice Solution,Voice,WhatsApp,Mumbai,English,Positive,5.53,90.71,1,Connected,01-11-2025 12:33
CALL00835,CONT00786,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Positive,1.09,92.05,0,Not Connected,25-12-2025 10:56
CALL00836,CONT00129,Voice Solution,Voice,Email,Bangalore,Kannada,Neutral,0.21,89.86,0,Not Connected,29-03-2026 18:42
CALL00837,CONT00291,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Negative,0.11,93,0,Not Connected,17-03-2026 10:44
CALL00838,CONT00832,Voice Solution,Voice,WhatsApp,Pune,Tamil,Positive,15.55,88.94,0,Connected,21-05-2026 16:43
CALL00839,CONT00501,Voice Solution,Voice,None,Mumbai,Hindi,Positive,0.22,85.53,0,Not Connected,25-02-2026 09:44
CALL00840,CONT00186,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Neutral,18.71,92.56,1,Connected,03-04-2026 17:59
CALL00841,CONT00479,Voice Solution,Voice,WhatsApp,Delhi,Hindi,Positive,6.4,84.05,0,Connected,02-01-2026 17:28
CALL00842,CONT00571,Voice Solution,Voice,Email,Mumbai,Tamil,Positive,10.81,82.86,0,Connected,02-07-2026 20:31
CALL00843,CONT00492,Voice Solution,Voice,Email,Hyderabad,Telugu,Positive,0.33,94.28,0,Not Connected,25-11-2025 18:59
CALL00844,CONT00513,Voice Solution,Voice,None,Chennai,Tamil,Positive,9.77,86.76,0,Connected,29-01-2026 18:07
CALL00845,CONT00643,Voice Solution,Voice,WhatsApp,Mumbai,Marathi,Positive,0.61,96.83,0,Not Connected,14-01-2026 10:00
CALL00846,CONT00067,Voice Solution,Voice,None,Pune,Tamil,Positive,5.79,92.78,0,Connected,29-05-2026 16:51
CALL00847,CONT00805,Voice Solution,Voice,Email,Chennai,Telugu,Positive,0.75,86.38,0,Not Connected,17-11-2025 18:00
CALL00848,CONT00467,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Neutral,1.18,90.93,0,Voicemail,08-03-2026 14:29
CALL00849,CONT00285,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Positive,3.2,99.8,1,Connected,09-07-2026 08:02
CALL00850,CONT00601,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,0.92,92.27,0,Voicemail,28-04-2026 18:29
CALL00851,CONT00417,Voice Solution,Voice,WhatsApp,Hyderabad,English,Positive,7.12,91.41,1,Connected,01-05-2026 12:27
CALL00852,CONT00100,Voice Solution,Voice,None,Bangalore,English,Neutral,5.8,85.53,1,Connected,01-04-2026 08:50
CALL00853,CONT00189,Voice Solution,Voice,Email,Delhi,English,Positive,12.52,97.72,0,Connected,25-11-2025 19:47
CALL00854,CONT00890,Voice Solution,Voice,WhatsApp,Pune,Kannada,Neutral,8.04,95.09,1,Connected,29-04-2026 15:16
CALL00855,CONT00858,Voice Solution,Voice,WhatsApp,Hyderabad,English,Positive,8.85,85.57,0,Connected,17-05-2026 12:53
CALL00856,CONT00388,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Negative,19.71,97.9,1,Connected,10-04-2026 16:09
CALL00857,CONT00241,Voice Solution,Voice,Email,Pune,English,Positive,18.23,89.32,1,Connected,26-04-2026 12:43
CALL00858,CONT00782,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Positive,0.45,84.3,0,Not Connected,02-01-2026 12:09
CALL00859,CONT00731,Voice Solution,Voice,Email,Delhi,English,Negative,0.5,85.51,0,Not Connected,30-03-2026 19:33
CALL00860,CONT00417,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Neutral,1.07,92.89,0,Not Connected,03-04-2026 11:14
CALL00861,CONT00918,Voice Solution,Voice,Email,Pune,Telugu,Positive,0.99,84.33,0,Not Connected,05-04-2026 08:47
CALL00862,CONT00176,Voice Solution,Voice,None,Chennai,Telugu,Negative,7.01,82.98,0,Connected,19-12-2025 12:26
CALL00863,CONT00387,Voice Solution,Voice,WhatsApp,Bangalore,Marathi,Positive,12.33,86.31,1,Connected,23-01-2026 15:30
CALL00864,CONT00471,Voice Solution,Voice,Email,Mumbai,Kannada,Positive,4.16,87.05,0,Connected,26-04-2026 17:22
CALL00865,CONT00853,Voice Solution,Voice,None,Bangalore,Tamil,Negative,5.65,85.13,0,Connected,28-03-2026 19:13
CALL00866,CONT00233,Voice Solution,Voice,WhatsApp,Pune,Telugu,Positive,5.24,86.23,0,Connected,26-02-2026 14:35
CALL00867,CONT00663,Voice Solution,Voice,Email,Mumbai,Hindi,Negative,6.7,93.08,0,Connected,02-01-2026 15:15
CALL00868,CONT00452,Voice Solution,Voice,WhatsApp,Bangalore,English,Positive,13.05,89.78,1,Connected,08-05-2026 10:32
CALL00869,CONT00277,Voice Solution,Voice,Email,Mumbai,Telugu,Neutral,3.26,85.92,1,Connected,19-12-2025 15:33
CALL00870,CONT00229,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Neutral,7.34,86.36,0,Connected,15-07-2026 18:57
CALL00871,CONT00171,Voice Solution,Voice,None,Chennai,English,Negative,8.62,87.84,1,Connected,12-06-2026 10:03
CALL00872,CONT00735,Voice Solution,Voice,None,Mumbai,Kannada,Neutral,2.53,88.13,1,Connected,21-03-2026 13:56
CALL00873,CONT00213,Voice Solution,Voice,None,Hyderabad,Telugu,Positive,8.48,88.15,1,Connected,03-06-2026 17:18
CALL00874,CONT00282,Voice Solution,Voice,None,Delhi,Telugu,Neutral,4.59,92.9,0,Connected,30-05-2026 12:55
CALL00875,CONT00041,Voice Solution,Voice,Email,Bangalore,Hindi,Positive,7.12,89.49,1,Connected,02-12-2025 09:12
CALL00876,CONT00122,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Neutral,0.27,89.63,0,Not Connected,07-04-2026 15:54
CALL00877,CONT00227,Voice Solution,Voice,None,Pune,Tamil,Negative,7.05,95.63,0,Connected,24-03-2026 16:55
CALL00878,CONT00294,Voice Solution,Voice,None,Hyderabad,Kannada,Neutral,17.34,97.88,0,Connected,19-11-2025 14:26
CALL00879,CONT00600,Voice Solution,Voice,Email,Delhi,Tamil,Neutral,0.44,82.35,0,Not Connected,18-11-2025 16:51
CALL00880,CONT00267,Voice Solution,Voice,None,Delhi,Telugu,Positive,3.93,80.61,1,Connected,15-07-2026 17:01
CALL00881,CONT00541,Voice Solution,Voice,Email,Hyderabad,Tamil,Neutral,10.39,86.75,0,Connected,17-01-2026 20:18
CALL00882,CONT00759,Voice Solution,Voice,Email,Chennai,English,Positive,9.06,92.42,0,Connected,24-04-2026 16:09
CALL00883,CONT00828,Voice Solution,Voice,Email,Mumbai,Kannada,Neutral,11.38,90.38,0,Connected,13-05-2026 18:41
CALL00884,CONT00451,Voice Solution,Voice,WhatsApp,Pune,Tamil,Positive,5.42,93.77,1,Connected,21-02-2026 12:53
CALL00885,CONT00449,Voice Solution,Voice,WhatsApp,Pune,English,Neutral,12.43,86.54,1,Connected,22-02-2026 17:24
CALL00886,CONT00756,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,0.28,78.72,0,Not Connected,10-06-2026 10:59
CALL00887,CONT00061,Voice Solution,Voice,Email,Mumbai,Tamil,Neutral,34.97,81.67,0,Connected,15-04-2026 16:36
CALL00888,CONT00502,Voice Solution,Voice,WhatsApp,Bangalore,Kannada,Positive,12.55,91.32,1,Connected,12-03-2026 15:09
CALL00889,CONT00147,Voice Solution,Voice,WhatsApp,Pune,English,Neutral,13.63,93.81,1,Connected,25-12-2025 18:58
CALL00890,CONT00686,Voice Solution,Voice,None,Mumbai,Tamil,Positive,14.23,78.97,0,Connected,11-03-2026 11:25
CALL00891,CONT00790,Voice Solution,Voice,WhatsApp,Delhi,Hindi,Neutral,13.07,95.55,1,Connected,11-04-2026 20:43
CALL00892,CONT00334,Voice Solution,Voice,Email,Chennai,Tamil,Positive,3.41,90.82,1,Connected,26-01-2026 20:36
CALL00893,CONT00881,Voice Solution,Voice,WhatsApp,Delhi,English,Neutral,0.49,88.15,0,Not Connected,25-12-2025 10:10
CALL00894,CONT00891,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Positive,6.63,85.37,1,Connected,27-04-2026 11:56
CALL00895,CONT00142,Voice Solution,Voice,None,Hyderabad,Kannada,Neutral,9.58,96.46,1,Connected,08-11-2025 12:34
CALL00896,CONT00044,Voice Solution,Voice,Email,Bangalore,Telugu,Positive,8.85,92.99,0,Connected,05-07-2026 16:42
CALL00897,CONT00144,Voice Solution,Voice,None,Bangalore,English,Neutral,3.94,90.95,1,Connected,13-07-2026 10:48
CALL00898,CONT00865,Voice Solution,Voice,WhatsApp,Hyderabad,English,Positive,14.51,84.84,1,Connected,24-12-2025 18:32
CALL00899,CONT00333,Voice Solution,Voice,Email,Mumbai,English,Positive,0.74,96.57,0,Not Connected,07-07-2026 08:41
CALL00900,CONT00497,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,6.08,88.65,1,Connected,27-06-2026 09:51
CALL00901,CONT00396,Voice Solution,Voice,WhatsApp,Pune,Tamil,Positive,9.77,90,1,Connected,17-06-2026 09:01
CALL00902,CONT00055,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Positive,0.67,88.87,0,Not Connected,06-01-2026 09:24
CALL00903,CONT00307,Voice Solution,Voice,WhatsApp,Chennai,Hindi,Negative,5.1,84.67,0,Connected,21-12-2025 10:59
CALL00904,CONT00870,Voice Solution,Voice,WhatsApp,Pune,Kannada,Negative,0.86,90.1,0,Not Connected,05-02-2026 08:41
CALL00905,CONT00423,Voice Solution,Voice,WhatsApp,Hyderabad,English,Neutral,1.57,91.98,1,Connected,31-01-2026 18:06
CALL00906,CONT00417,Voice Solution,Voice,None,Bangalore,Marathi,Positive,10.94,86.29,1,Connected,04-02-2026 09:10
CALL00907,CONT00673,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Positive,15.31,89.67,0,Connected,27-01-2026 12:01
CALL00908,CONT00797,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,6.31,88.79,0,Connected,17-01-2026 17:35
CALL00909,CONT00325,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Positive,5.69,93.08,1,Connected,28-02-2026 10:17
CALL00910,CONT00710,Voice Solution,Voice,Email,Mumbai,English,Negative,13.85,87.01,0,Connected,14-04-2026 19:19
CALL00911,CONT00671,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Positive,2.39,89.63,1,Connected,01-05-2026 17:46
CALL00912,CONT00080,Voice Solution,Voice,None,Chennai,English,Negative,8.79,90.69,0,Connected,11-06-2026 20:31
CALL00913,CONT00031,Voice Solution,Voice,None,Hyderabad,Kannada,Neutral,4.8,86.89,1,Connected,07-11-2025 19:09
CALL00914,CONT00112,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Neutral,0.05,84.37,0,Not Connected,10-04-2026 10:22
CALL00915,CONT00558,Voice Solution,Voice,Email,Chennai,Tamil,Positive,11.91,85.19,1,Connected,31-03-2026 17:03
CALL00916,CONT00865,Voice Solution,Voice,WhatsApp,Chennai,English,Negative,13.34,90.55,1,Connected,24-01-2026 09:27
CALL00917,CONT00717,Voice Solution,Voice,Email,Mumbai,Marathi,Positive,3.47,87.32,0,Connected,27-03-2026 13:20
CALL00918,CONT00564,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,0.14,87.26,0,Not Connected,20-02-2026 10:41
CALL00919,CONT00650,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Neutral,0.3,91.52,0,Not Connected,06-12-2025 16:53
CALL00920,CONT00472,Voice Solution,Voice,WhatsApp,Mumbai,Tamil,Positive,3.52,93.6,1,Connected,07-05-2026 08:11
CALL00921,CONT00074,Voice Solution,Voice,Email,Pune,Hindi,Positive,2.78,94.46,1,Connected,21-01-2026 20:27
CALL00922,CONT00553,Voice Solution,Voice,WhatsApp,Delhi,Marathi,Neutral,22.31,85.44,0,Connected,02-11-2025 16:22
CALL00923,CONT00479,Voice Solution,Voice,WhatsApp,Pune,English,Positive,6.91,93.11,0,Connected,16-05-2026 19:53
CALL00924,CONT00589,Voice Solution,Voice,Email,Bangalore,Tamil,Neutral,2.04,98.92,1,Connected,11-11-2025 10:55
CALL00925,CONT00387,Voice Solution,Voice,Email,Mumbai,English,Positive,0.78,89.13,0,Not Connected,22-06-2026 08:56
CALL00926,CONT00699,Voice Solution,Voice,None,Mumbai,Hindi,Positive,6.04,88.13,0,Connected,14-05-2026 15:06
CALL00927,CONT00882,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Neutral,7.85,87.09,0,Connected,27-02-2026 16:03
CALL00928,CONT00564,Voice Solution,Voice,None,Chennai,Hindi,Neutral,0.22,83.18,0,Not Connected,20-11-2025 08:03
CALL00929,CONT00930,Voice Solution,Voice,Email,Bangalore,Kannada,Positive,6.05,92.71,0,Connected,14-07-2026 17:50
CALL00930,CONT00433,Voice Solution,Voice,WhatsApp,Chennai,Tamil,Negative,20.85,88.16,1,Connected,10-06-2026 14:26
CALL00931,CONT00412,Voice Solution,Voice,Email,Hyderabad,Hindi,Negative,6.57,87.75,1,Connected,14-06-2026 17:16
CALL00932,CONT00467,Voice Solution,Voice,WhatsApp,Chennai,Telugu,Neutral,0.4,91.94,0,Not Connected,23-12-2025 08:51
CALL00933,CONT00599,Voice Solution,Voice,None,Chennai,English,Positive,22.75,92.4,1,Connected,20-01-2026 16:08
CALL00934,CONT00621,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Positive,0.59,85.5,0,Not Connected,21-05-2026 20:54
CALL00935,CONT00909,Voice Solution,Voice,Email,Bangalore,Marathi,Neutral,1.03,85.62,0,Not Connected,07-04-2026 19:54
CALL00936,CONT00737,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Neutral,12.3,85.39,1,Connected,28-02-2026 13:35
CALL00937,CONT00248,Voice Solution,Voice,None,Mumbai,Telugu,Positive,4.55,99.07,0,Connected,29-12-2025 19:04
CALL00938,CONT00581,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Neutral,0.19,95.89,0,Not Connected,03-06-2026 10:59
CALL00939,CONT00120,Voice Solution,Voice,None,Delhi,Kannada,Positive,13.36,92.04,1,Connected,08-03-2026 17:34
CALL00940,CONT00067,Voice Solution,Voice,None,Mumbai,Tamil,Positive,0.08,86.62,0,Not Connected,12-06-2026 12:25
CALL00941,CONT00573,Voice Solution,Voice,WhatsApp,Chennai,English,Neutral,1.03,87.22,0,Not Connected,28-05-2026 17:10
CALL00942,CONT00327,Voice Solution,Voice,None,Mumbai,Telugu,Neutral,7.92,90.32,0,Connected,23-02-2026 10:04
CALL00943,CONT00920,Voice Solution,Voice,None,Bangalore,Hindi,Positive,0.58,99.55,1,Connected,28-05-2026 18:20
CALL00944,CONT00703,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Neutral,0.87,89.94,0,Not Connected,14-11-2025 16:08
CALL00945,CONT00470,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Negative,27.13,91.04,0,Connected,09-11-2025 15:15
CALL00946,CONT00493,Voice Solution,Voice,Email,Mumbai,Tamil,Neutral,11.36,75.76,1,Connected,10-12-2025 19:28
CALL00947,CONT00701,Voice Solution,Voice,WhatsApp,Chennai,Kannada,Neutral,14.17,89.79,0,Connected,25-06-2026 13:12
CALL00948,CONT00663,Voice Solution,Voice,WhatsApp,Bangalore,Hindi,Positive,24.45,81.53,0,Connected,20-05-2026 16:59
CALL00949,CONT00286,Voice Solution,Voice,WhatsApp,Pune,Kannada,Positive,0.38,86.07,0,Not Connected,04-07-2026 12:37
CALL00950,CONT00914,Voice Solution,Voice,WhatsApp,Chennai,Marathi,Positive,0.6,88.73,0,Not Connected,23-06-2026 17:08
CALL00951,CONT00608,Voice Solution,Voice,WhatsApp,Pune,Marathi,Neutral,14.43,86.99,1,Connected,04-11-2025 11:43
CALL00952,CONT00312,Voice Solution,Voice,WhatsApp,Delhi,Telugu,Neutral,10.79,85.32,1,Connected,03-04-2026 13:40
CALL00953,CONT00309,Voice Solution,Voice,None,Pune,Kannada,Positive,7.43,85.36,0,Connected,29-11-2025 15:19
CALL00954,CONT00775,Voice Solution,Voice,None,Bangalore,Tamil,Positive,0.17,87.44,0,Not Connected,17-02-2026 09:21
CALL00955,CONT00097,Voice Solution,Voice,WhatsApp,Hyderabad,Telugu,Positive,12.52,87.23,0,Connected,06-02-2026 11:03
CALL00956,CONT00113,Voice Solution,Voice,Email,Delhi,Hindi,Positive,3.77,88.6,1,Connected,03-06-2026 10:58
CALL00957,CONT00637,Voice Solution,Voice,Email,Mumbai,Hindi,Negative,11.93,88.23,1,Connected,14-01-2026 10:41
CALL00958,CONT00456,Voice Solution,Voice,None,Chennai,Tamil,Neutral,9.91,94.89,1,Connected,26-03-2026 13:19
CALL00959,CONT00463,Voice Solution,Voice,WhatsApp,Bangalore,English,Positive,0.66,78.25,0,Not Connected,08-03-2026 12:29
CALL00960,CONT00132,Voice Solution,Voice,WhatsApp,Delhi,English,Neutral,4.39,89.72,1,Connected,12-12-2025 09:36
CALL00961,CONT00930,Voice Solution,Voice,None,Delhi,Hindi,Neutral,7.02,88.86,0,Connected,11-12-2025 14:17
CALL00962,CONT00929,Voice Solution,Voice,None,Bangalore,Tamil,Neutral,3.94,87.83,1,Connected,04-12-2025 13:13
CALL00963,CONT00121,Voice Solution,Voice,None,Mumbai,English,Positive,0.78,84.97,0,Voicemail,17-11-2025 17:53
CALL00964,CONT00197,Voice Solution,Voice,None,Mumbai,Kannada,Positive,2.17,87.75,1,Connected,14-04-2026 16:31
CALL00965,CONT00806,Voice Solution,Voice,WhatsApp,Hyderabad,Hindi,Positive,9.18,80.33,0,Connected,02-04-2026 13:14
CALL00966,CONT00482,Voice Solution,Voice,Email,Pune,Marathi,Neutral,6.15,89.53,0,Connected,15-01-2026 18:34
CALL00967,CONT00634,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Neutral,0.47,90.44,0,Not Connected,26-01-2026 19:51
CALL00968,CONT00794,Voice Solution,Voice,WhatsApp,Hyderabad,Tamil,Neutral,4.17,84.98,1,Connected,25-02-2026 13:01
CALL00969,CONT00897,Voice Solution,Voice,None,Pune,Marathi,Positive,6.17,98.2,1,Connected,27-11-2025 18:00
CALL00970,CONT00772,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Positive,3.49,87.9,0,Connected,14-03-2026 18:19
CALL00971,CONT00039,Voice Solution,Voice,Email,Bangalore,English,Positive,0.36,88.72,0,Not Connected,07-06-2026 14:53
CALL00972,CONT00566,Voice Solution,Voice,None,Mumbai,English,Negative,3.63,95.18,0,Connected,17-04-2026 12:57
CALL00973,CONT00512,Voice Solution,Voice,WhatsApp,Hyderabad,Marathi,Positive,1.04,99.21,0,Not Connected,06-02-2026 14:56
CALL00974,CONT00474,Voice Solution,Voice,None,Delhi,Telugu,Positive,7.84,82.88,0,Connected,25-06-2026 10:53
CALL00975,CONT00161,Voice Solution,Voice,None,Mumbai,Hindi,Negative,6.88,85.61,1,Connected,22-04-2026 09:13
CALL00976,CONT00289,Voice Solution,Voice,Email,Chennai,Marathi,Neutral,7.04,87.99,0,Connected,09-05-2026 09:30
CALL00977,CONT00200,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Neutral,6.02,84.79,1,Connected,02-03-2026 14:53
CALL00978,CONT00788,Voice Solution,Voice,WhatsApp,Mumbai,Hindi,Positive,25.24,92.73,1,Connected,16-12-2025 18:14
CALL00979,CONT00528,Voice Solution,Voice,WhatsApp,Delhi,Kannada,Neutral,0.19,84.24,0,Not Connected,03-01-2026 16:53
CALL00980,CONT00917,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Positive,0.78,94.83,0,Not Connected,10-03-2026 17:15
CALL00981,CONT00685,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Neutral,10.8,91.62,1,Connected,12-05-2026 11:25
CALL00982,CONT00503,Voice Solution,Voice,None,Bangalore,English,Positive,0.77,94.32,0,Not Connected,30-04-2026 14:59
CALL00983,CONT00248,Voice Solution,Voice,WhatsApp,Pune,Kannada,Positive,0.2,84.26,0,Not Connected,29-11-2025 14:05
CALL00984,CONT00383,Voice Solution,Voice,None,Chennai,English,Neutral,11.12,86.58,1,Connected,29-03-2026 17:36
CALL00985,CONT00218,Voice Solution,Voice,WhatsApp,Bangalore,English,Neutral,10.72,92.99,1,Connected,11-11-2025 11:10
CALL00986,CONT00087,Voice Solution,Voice,Email,Chennai,Telugu,Neutral,0.21,92.08,0,Not Connected,13-04-2026 20:30
CALL00987,CONT00082,Voice Solution,Voice,None,Bangalore,English,Positive,15.53,87.07,0,Connected,21-02-2026 10:07
CALL00988,CONT00062,Voice Solution,Voice,WhatsApp,Pune,Hindi,Positive,0.09,87.78,0,Not Connected,06-05-2026 10:18
CALL00989,CONT00799,Voice Solution,Voice,WhatsApp,Delhi,Tamil,Neutral,0.14,86.33,0,Voicemail,20-06-2026 15:54
CALL00990,CONT00500,Voice Solution,Voice,Email,Mumbai,English,Neutral,18.35,87.64,0,Connected,15-06-2026 16:49
CALL00991,CONT00042,Voice Solution,Voice,None,Mumbai,Marathi,Negative,1.36,83.67,0,Connected,06-02-2026 16:13
CALL00992,CONT00012,Voice Solution,Voice,Email,Bangalore,Hindi,Neutral,27.15,82.83,0,Connected,25-12-2025 19:14
CALL00993,CONT00833,Voice Solution,Voice,WhatsApp,Mumbai,Kannada,Neutral,6.46,93.53,1,Connected,19-02-2026 10:17
CALL00994,CONT00746,Voice Solution,Voice,WhatsApp,Bangalore,Tamil,Negative,5.76,87.47,1,Connected,01-04-2026 11:31
CALL00995,CONT00841,Voice Solution,Voice,None,Bangalore,Marathi,Positive,33.08,94.26,1,Connected,04-07-2026 20:54
CALL00996,CONT00643,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,8.29,91.48,0,Connected,08-01-2026 14:43
CALL00997,CONT00115,Voice Solution,Voice,Email,Hyderabad,Kannada,Positive,1.16,90.06,0,Not Connected,08-07-2026 09:52
CALL00998,CONT00218,Voice Solution,Voice,None,Hyderabad,Marathi,Positive,0.22,84.95,0,Not Connected,06-12-2025 13:43
CALL00999,CONT00649,Voice Solution,Voice,Email,Chennai,Hindi,Neutral,14.54,82.45,1,Connected,27-06-2026 10:02
CALL01000,CONT00106,Voice Solution,Voice,WhatsApp,Hyderabad,Kannada,Neutral,20.34,86.22,1,Connected,28-03-2026 18:44
